,Open,High,Low,Close,Volume
2016-05-01,464.47,472.38,434.79,456.98,49491.62320355991
2016-05-08,456.98,465.0,440.02,462.79,36739.68489591003
2016-05-15,462.6,465.9,448.2,461.47,36532.037005659964
2016-05-22,461.48,461.59,435.0,442.48,40882.12702875998
2016-05-29,442.45,549.99,440.5,525.22,56036.32912886011
2016-06-05,525.22,594.64,519.0,575.17,48638.887837469876
2016-06-12,575.17,687.71,483.78,677.86,56200.16317191999
2016-06-19,677.45,785.15,650.02,768.76,81705.75416346993
2016-06-26,768.94,768.94,544.13,638.56,104271.82715998
2016-07-03,638.56,705.25,630.0,663.55,44883.83737968003
2016-07-10,664.09,683.69,608.0,652.44,51689.89709130997
2016-07-17,652.43,680.99,640.0,680.0,53591.377147110026
2016-07-24,680.0,684.94,647.59,661.0,31093.784871869975
2016-07-31,660.92,664.13,621.37,626.97,33106.34723672008
2016-08-07,626.97,629.34,483.0,595.14,65303.171105650006
2016-08-14,595.14,601.09,565.19,574.99,34037.03782432007
2016-08-21,574.97,583.99,561.56,581.29,27632.557925180008
2016-08-28,581.34,586.99,568.95,575.41,26552.982004349997
2016-09-04,575.41,617.13,568.12,611.92,32516.623513969967
2016-09-11,611.94,631.3,591.8,607.94,28698.064265639994
2016-09-18,607.94,611.99,603.0,611.4,25789.780217309886
2016-09-25,611.4,612.46,592.63,601.67,25565.17125717995
2016-10-02,601.67,617.19,600.02,612.4,27473.417458619988
2016-10-09,612.42,620.0,606.93,617.42,28115.93128427985
2016-10-16,617.43,647.03,615.46,641.92,25990.366564919917
2016-10-23,642.1,658.0,625.6,651.04,28537.956143159867
2016-10-30,651.05,725.64,645.81,697.41,35893.742835689874
2016-11-06,697.39,746.16,672.06,717.02,38053.85031734001
2016-11-13,717.04,747.26,685.7,704.01,35695.79766369013
2016-11-20,704.01,753.81,671.23,731.99,31888.045583270028
2016-11-27,731.72,748.77,726.0,729.24,22908.585724389974
2016-12-04,729.24,780.0,728.2,767.99,27793.478043839943
2016-12-11,767.94,776.99,748.6,771.05,29137.94216316993
2016-12-18,771.05,791.97,770.88,790.72,33149.88871631009
2016-12-25,790.71,918.5,788.58,896.12,53216.10313733002
2017-01-01,895.94,1000.0,890.0,992.95,45012.63122253999
2017-01-08,992.96,1175.0,802.07,923.33,83908.97302483991
2017-01-15,922.04,923.98,734.64,833.31,63988.63926197016
2017-01-22,833.43,946.25,826.03,931.22,35511.95583352998
2017-01-29,929.45,931.33,880.0,916.54,28743.80167308988
2017-02-05,916.56,1044.12,914.69,1016.32,38268.9248313701
2017-02-12,1016.32,1079.0,925.0,1010.0,46990.7168294899
2017-02-19,1009.99,1073.8,985.68,1059.88,34417.74489596994
2017-02-26,1059.88,1221.93,1051.36,1184.91,48767.54330141004
2017-03-05,1184.91,1298.61,1085.71,1278.98,48232.543916339935
2017-03-12,1278.63,1360.0,956.85,1235.58,79834.24314223968
2017-03-19,1235.27,1277.27,919.44,1019.49,97631.33074610973
2017-03-26,1019.1,1120.0,890.05,973.08,88946.33475885974
2017-04-02,973.97,1119.0,961.1,1113.99,62163.78274260995
2017-04-09,1113.23,1221.0,1112.24,1210.97,58821.395728990065
2017-04-16,1210.99,1234.0,0.06,1177.99,39769.5769209799
2017-04-23,1177.63,1258.77,1170.85,1251.98,44678.83512918971
2017-04-30,1251.91,1394.51,1246.31,1384.55,68327.55810973003
2017-05-07,1384.55,1665.0,1370.98,1609.57,110057.55925779956
2017-05-14,1611.1,1889.0,1608.0,1799.99,100672.5232817999
2017-05-21,1799.98,2102.68,1690.14,2057.0,96721.13164820003
2017-05-28,2056.99,2806.0,1913.19,2232.78,191491.81255870953
2017-06-04,2237.0,2599.0,2112.31,2521.36,121112.9512078502
2017-06-11,2521.43,2998.99,2517.02,2998.98,121609.96929613977
2017-06-18,2998.98,2999.99,2050.0,2515.25,182265.2135497104
2017-06-25,2515.25,2781.59,2430.05,2505.61,99625.12008851985
2017-07-02,2505.61,2605.0,2258.34,2516.66,97110.73484857984
2017-07-09,2515.37,2636.1,2471.22,2508.99,64276.12187633016
2017-07-16,2508.0,2523.0,1758.2,1911.78,106225.32634730008
2017-07-23,1911.79,2957.0,1909.58,2754.28,145791.91848283994
2017-07-30,2755.19,2825.11,2403.0,2723.99,85864.59107769984
2017-08-06,2723.99,3335.0,2650.0,3222.22,75079.16442246006
2017-08-13,3222.22,4200.0,3190.0,4060.47,107573.96570777976
2017-08-20,4060.47,4469.0,3807.14,4050.99,129686.30593427947
2017-08-27,4050.99,4453.9,3583.46,4340.11,80364.30459354035
2017-09-03,4343.5,4980.0,4200.0,4626.05,94807.08739542998
2017-09-10,4626.05,4692.0,4139.0,4251.36,102490.81330979976
2017-09-17,4251.36,4375.37,2975.01,3719.97,161491.80030236024
2017-09-24,3719.98,4130.0,3509.79,3669.01,77769.12773834028
2017-10-01,3669.01,4396.99,3669.01,4394.81,55892.458051830006
2017-10-08,4394.81,4612.0,4150.01,4603.49,48219.081136450244
2017-10-15,4603.5,5867.0,4561.0,5693.7,100436.6979659499
2017-10-22,5693.7,6189.1,5102.0,6005.05,83892.29682081044
2017-10-29,6005.05,6290.69,5376.71,6140.01,85241.88957659015
2017-11-05,6140.01,7630.0,6028.0,7392.0,128842.50463778939
2017-11-12,7391.95,7898.0,5511.11,5886.35,199259.43197061
2017-11-19,5886.35,8098.62,5850.0,8031.82,162956.3077813201
2017-11-26,8031.83,9596.0,7802.99,9401.11,127799.77188486914
2017-12-03,9401.11,11891.0,8595.55,11290.0,231322.32824103057
2017-12-10,11290.0,19697.0,10950.0,15290.01,311404.0783850908
2017-12-17,15290.01,19891.99,15200.0,19378.99,187539.95721088038
2017-12-24,19378.99,19385.0,10400.0,14221.94,290463.3246211198
2017-12-31,14221.93,16490.0,12500.0,13863.13,157327.58920084935
2018-01-07,13863.14,17178.0,12952.5,16174.22,123872.28635804975
2018-01-14,16174.22,16275.0,12800.01,13656.23,124382.82127918945
2018-01-21,13656.23,14253.0,9005.0,11518.17,214959.8124468199
2018-01-28,11518.17,11849.0,9945.0,11536.0,117911.12994861933
2018-02-04,11536.0,11570.0,7540.0,8167.91,193599.73279471078
2018-02-11,8167.9,9090.0,5873.0,8072.99,299690.3130404316
2018-02-18,8073.0,11299.1,8072.99,10380.04,152755.80589611977
2018-02-25,10380.03,11775.0,9324.75,9597.99,153185.67654768028
2018-03-04,9600.0,11494.57,9404.0,11469.9,104794.72430908984
2018-03-11,11469.9,11645.74,8370.0,9533.88,163483.74514292998
2018-03-18,9533.88,9890.0,7310.0,8192.0,153203.21827619948
2018-03-25,8192.0,9174.0,8108.31,8453.0,111193.48997444962
2018-04-01,8453.0,8498.0,6450.0,6816.01,130211.80816401023
2018-04-08,6816.01,7520.0,6518.88,7020.01,88248.29832063001
2018-04-15,7020.01,8392.56,6617.0,8355.25,100521.67902868969
2018-04-22,8355.24,9038.87,7822.0,8795.01,81911.06728171
2018-04-29,8795.0,9763.49,8602.43,9389.01,102743.65793793031
2018-05-06,9389.01,9948.12,8831.21,9600.0,70667.01912053021
2018-05-13,9600.0,9619.55,8223.43,8686.1,69455.17560390006
2018-05-20,8686.1,8880.01,7927.21,8516.86,59104.24892100979
2018-05-27,8516.86,8584.39,7229.03,7346.64,55682.16451567986
2018-06-03,7346.64,7777.0,7058.0,7706.37,46836.419825790064
2018-06-10,7706.37,7747.57,6652.0,6770.31,47201.47014185
2018-06-17,6770.31,6913.83,6135.0,6447.16,68730.23795469987
2018-06-24,6447.15,6829.06,5777.0,6149.99,62051.52920991994
2018-07-01,6150.0,6520.15,5790.01,6349.5,52201.66054227006
2018-07-08,6349.5,6843.26,6270.01,6701.97,41414.112930469986
2018-07-15,6701.97,6815.82,6075.01,6348.73,40281.40362280974
2018-07-22,6348.73,7687.0,6330.3,7397.8,70535.20315836003
2018-07-29,7400.0,8488.0,7378.26,8216.34,77795.10946947016
2018-08-05,8216.33,8274.92,6880.0,7030.01,67028.81759453018
2018-08-12,7030.0,7163.0,6003.0,6316.01,81297.23846893034
2018-08-19,6316.0,6636.0,5900.0,6489.53,76031.36173409001
2018-08-26,6489.53,6890.65,6227.71,6709.98,55365.18718982998
2018-09-02,6709.98,7328.99,6654.13,7295.0,54207.420323750004
2018-09-09,7294.99,7402.5,6116.0,6235.01,70202.13797576983
2018-09-16,6235.02,6580.0,6176.76,6498.0,45341.496160160095
2018-09-23,6498.0,6823.0,6106.37,6696.99,52431.15039272003
2018-09-30,6696.99,6786.73,6320.5,6605.0,44851.26032565003
2018-10-07,6605.0,6641.0,6398.96,6570.0,35402.16765630008
2018-10-14,6569.99,6681.19,6033.34,6183.49,48903.18422024005
2018-10-21,6183.52,6810.0,6151.58,6415.88,52436.36660396039
2018-10-28,6415.87,6471.0,6360.0,6403.62,24583.52856537001
2018-11-04,6403.63,6464.15,6201.67,6423.28,30693.005063470075
2018-11-11,6423.29,6540.0,6271.15,6357.6,29167.466482429896
2018-11-18,6357.6,6383.59,5188.0,5560.0,79710.40442117983
2018-11-25,5560.0,5560.0,3457.81,3936.69,221949.1949455405
2018-12-02,3936.7,4410.52,3508.0,4103.19,153121.22379883972
2018-12-09,4102.8,4119.98,3212.0,3531.18,135250.68395626955
2018-12-16,3531.18,3590.71,3128.89,3195.0,77732.85376926028
2018-12-23,3194.99,4175.0,3184.28,3944.93,136303.43192050967
2018-12-30,3944.92,4239.37,3567.0,3829.0,88004.51973953006
2019-01-06,3829.0,4088.0,3625.0,4040.99,65463.66911351987
2019-01-13,4040.98,4070.0,3441.3,3476.81,224708.65989983018
2019-01-20,3477.56,3720.0,3467.02,3539.28,199395.79296500012
2019-01-27,3539.26,3662.94,3434.85,3550.84,154566.45086099952
2019-02-03,3550.05,3557.75,3349.92,3458.11,186574.10542299968
2019-02-10,3458.11,3733.58,3373.1,3680.06,198350.67398799953
2019-02-17,3679.75,3700.11,3568.11,3667.58,167995.80513900053
2019-02-24,3667.62,4198.0,3655.0,3743.56,301384.2222600015
2019-03-03,3743.56,3888.0,3677.17,3807.75,190343.24672600024
2019-03-10,3807.32,3971.75,3670.69,3916.82,207833.42997000014
2019-03-17,3915.99,4056.98,3791.07,3981.14,186896.43595748983
2019-03-24,3981.85,4069.32,3880.01,3992.18,156283.2634829999
2019-03-31,3991.35,4140.0,3888.71,4103.95,178114.87504899976
2019-04-07,4102.44,5275.01,4067.0,5170.27,420989.96873800183
2019-04-14,5170.27,5422.0,4861.22,5131.3,247866.40740500056
2019-04-21,5131.28,5333.42,4950.0,5256.14,168555.91174500043
2019-04-28,5257.41,5600.0,5102.0,5307.52,247392.82390400002
2019-05-05,5309.81,5900.0,5178.8,5775.62,191971.58997499978
2019-05-12,5773.18,7521.78,5619.14,6967.31,313283.7342250005
2019-05-19,6968.24,8366.0,6870.0,8148.48,467610.47596556885
2019-05-26,8147.94,8740.0,7461.0,8614.43,341677.3988099975
2019-06-02,8612.54,9074.26,8005.0,8725.98,292049.04381199967
2019-06-09,8726.0,8800.95,7444.58,7628.13,293498.5694536601
2019-06-16,7627.57,9333.0,7511.0,8953.33,274072.0583710012
2019-06-23,8953.0,11392.64,8950.0,10906.07,378253.0030649996
2019-06-30,10905.95,13970.0,10525.1,10854.1,684152.5087719982
2019-07-07,10854.1,12000.0,9727.0,11406.24,517740.071693
2019-07-14,11410.0,13147.08,10103.0,10174.18,510462.03567800025
2019-07-21,10174.18,11100.0,9060.0,10589.45,487080.9726300007
2019-07-28,10590.15,10683.16,9165.0,9541.54,269819.3251089987
2019-08-04,9541.54,11040.0,9395.0,10929.23,259518.80601900027
2019-08-11,10929.99,12330.7,10927.8,11549.97,371072.85766100005
2019-08-18,11539.08,11577.89,9467.57,10306.78,255281.24752868983
2019-08-25,10306.17,10949.96,9762.0,10142.69,232471.42041299987
2019-09-01,10142.69,10604.0,9320.0,9724.98,211243.55028799965
2019-09-08,9723.59,10905.87,9712.5,10381.18,281075.66490799974
2019-09-15,10381.24,10480.0,9880.0,10302.01,207165.65445799983
2019-09-22,10303.34,10355.0,9653.0,10028.87,188644.19962300055
2019-09-29,10028.05,10049.99,7750.0,8043.82,364560.0647439997
2019-10-06,8043.04,8500.0,7710.0,7854.25,239129.6260699998
2019-10-13,7855.3,8779.51,7762.0,8275.01,281416.738734
2019-10-20,8275.24,8403.0,7816.01,8223.35,219241.7923110012
2019-10-27,8223.35,10370.0,7300.0,9529.93,508882.6937559993
2019-11-03,9528.23,9902.1,8913.0,9194.71,354362.74432699947
2019-11-10,9196.46,9513.68,8696.0,9039.47,294282.77161199995
2019-11-17,9040.16,9072.32,8350.68,8502.4,239725.2126808914
2019-11-24,8502.87,8503.52,6790.0,6903.28,422402.0047029996
2019-12-01,6900.23,7850.0,6515.0,7390.89,503997.67682500946
2019-12-08,7391.5,7750.0,7067.0,7510.11,331478.2312720003
2019-12-15,7510.11,7650.0,7008.35,7118.59,252294.98040800134
2019-12-22,7119.6,7518.54,6435.0,7501.44,339611.4616970004
2019-12-29,7500.71,7695.38,7076.42,7388.24,267312.0869350005
2020-01-05,7388.43,7495.0,6871.04,7358.75,241051.79844399943
2020-01-12,7357.64,8455.0,7346.76,8184.98,498017.8468979972
2020-01-19,8184.97,9198.98,8055.89,8701.7,468235.62749599846
2020-01-26,8701.72,8818.0,8238.0,8615.0,250977.0017650002
2020-02-02,8614.39,9578.0,8535.0,9331.51,362870.20838800044
2020-02-09,9331.59,10166.0,9093.01,10151.75,365501.971321691
2020-02-16,10151.72,10500.0,9638.12,9917.27,427067.58518900105
2020-02-23,9910.7,10288.0,9350.0,9936.4,363012.12117304973
2020-03-01,9936.4,9990.0,8411.0,8531.88,426585.45870699873
2020-03-08,8530.3,9188.0,8000.0,8033.31,379631.04202535126
2020-03-15,8034.76,8179.31,3782.13,5361.3,1224228.2832399963
2020-03-22,5360.33,6900.0,4442.12,5816.19,1180843.3458149943
2020-03-29,5816.05,6957.96,5688.0,5881.42,770380.8053599992
2020-04-05,5880.5,7198.0,5857.76,6772.78,664784.2995830023
2020-04-12,6772.78,7459.69,6739.98,6903.79,582787.4373820007
2020-04-19,6903.79,7293.08,6468.27,7120.74,501345.25890299934
2020-04-26,7121.4,7738.0,6751.0,7693.1,469241.7975755207
2020-05-03,7693.1,9460.0,7606.0,8894.16,742165.1621039979
2020-05-10,8894.15,10067.0,8117.0,8722.77,780478.8494660015
2020-05-17,8722.77,9939.0,8200.0,9680.04,721487.837087005
2020-05-24,9681.11,9950.0,8700.0,8720.34,517248.1775360007
2020-05-31,8718.14,9740.0,8642.72,9448.27,425528.24616699957
2020-06-07,9448.27,10380.0,9266.0,9746.99,427822.4953470006
2020-06-14,9746.99,9992.72,9113.0,9342.1,336172.7142989984
2020-06-21,9342.1,9589.0,8910.45,9294.69,323565.71184200136
2020-06-28,9294.69,9780.0,8833.0,9116.35,343737.8483874505
2020-07-05,9116.16,9292.0,8893.03,9069.41,247256.1951249992
2020-07-12,9069.41,9470.0,9055.92,9302.75,284964.9996730007
2020-07-19,9303.31,9343.82,9047.25,9208.99,247602.69209500003
2020-07-26,9208.99,10111.0,9131.0,9931.54,346433.5351149994
2020-08-02,9931.54,12123.46,9917.21,11071.35,637793.8117240027
2020-08-09,11071.36,11909.94,10936.0,11681.68,403167.45145999937
2020-08-16,11681.69,12067.35,11125.0,11911.0,468167.7223199988
2020-08-23,11910.99,12468.0,11376.81,11648.13,426710.4835019987
2020-08-30,11648.12,11824.9,11117.64,11711.16,355153.16937200073
2020-09-06,11711.17,12050.85,9825.0,10256.2,581777.7565249993
2020-09-13,10255.89,10580.11,9850.0,10332.83,366759.99404799985
2020-09-20,10332.84,11179.79,10212.34,10920.28,374339.55881399877
2020-09-27,10920.28,10988.86,10136.82,10774.25,331299.2910809989
2020-10-04,10774.26,10950.0,10374.0,10666.63,288073.12698899984
2020-10-11,10666.62,11491.0,10525.0,11369.02,288404.14549400005
2020-10-18,11369.02,11720.01,11172.0,11503.14,279657.0970470008
2020-10-25,11503.14,13350.0,11407.96,13028.83,418993.3546809979
2020-11-01,13029.64,14100.0,12765.0,13761.5,485344.05626199977
2020-11-08,13761.49,15960.0,13195.05,15475.1,665037.1464519958
2020-11-15,15475.1,16480.0,14805.54,15957.0,529729.4264960017
2020-11-22,15957.0,18965.9,15864.0,18414.43,684197.6428289972
2020-11-29,18413.88,19484.21,16188.0,18184.99,676351.5799740015
2020-12-06,18185.0,19888.0,18001.12,19359.4,537177.9292442597
2020-12-13,19358.67,19420.91,17572.33,19174.99,414166.9972370023
2020-12-20,19174.99,24295.0,19000.0,23455.52,650661.7243000062
2020-12-27,23455.54,28422.0,21815.0,26281.66,690916.7002096798
2021-01-03,26281.54,34778.11,25880.0,33000.05,625132.2632029996
2021-01-10,33000.05,41950.0,28130.0,38150.02,850700.2661519992
2021-01-17,38150.02,40100.0,30420.0,35828.61,895315.0761059993
2021-01-24,35824.99,37850.0,28850.0,32259.9,637026.0420530001
2021-01-31,32259.45,34875.0,29241.72,33349.95,362137.8528029992
