,Close_x,Name,Datetime,Close_y,High,Low,Open,Diff
210,2755.0,A040300,2016-07-29,2750.0,2795.0,2745.0,2795.0,-0.016100178890876567
218,12050.0,A092130,2016-07-29,12200.0,12400.0,12150.0,12400.0,-0.016129032258064516
518,18050.0,A082270,2016-07-29,18250.0,18750.0,18150.0,18550.0,-0.016172506738544475
2,1785.0,A900070,2016-07-29,1815.0,1865.0,1800.0,1845.0,-0.016260162601626018
313,27922.0,A054950,2016-07-29,28289.0,28812.0,27346.0,28760.0,-0.016376912378303198
407,3880.0,A099440,2016-07-29,3880.0,3945.0,3860.0,3945.0,-0.016476552598225603
175,4620.0,A080220,2016-07-29,4445.0,4540.0,4435.0,4520.0,-0.016592920353982302
639,5631.0,A092600,2016-07-29,5808.0,5906.0,5685.0,5906.0,-0.01659329495428378
112,6390.0,A086040,2016-07-29,6460.0,6570.0,6380.0,6570.0,-0.0167427701674277
74,4280.0,A043090,2016-07-29,4380.0,4455.0,4340.0,4455.0,-0.016835016835016835
13,29350.0,A096240,2016-07-29,29150.0,30250.0,29000.0,29650.0,-0.016863406408094434
722,4824.0,A060280,2016-07-29,4809.0,4901.0,4780.0,4892.0,-0.0169664758789861
654,21275.0,A109740,2016-07-29,21700.0,22250.0,21350.0,22075.0,-0.01698754246885617
490,15375.0,A054780,2016-07-29,15850.0,16300.0,15825.0,16125.0,-0.017054263565891473
426,11150.0,A046140,2016-07-29,11500.0,11700.0,11350.0,11700.0,-0.017094017094017096
584,31337.0,A014100,2016-07-29,31805.0,33395.0,31524.0,32366.0,-0.01733300376938763
179,4375.0,A036810,2016-07-29,4250.0,4375.0,4205.0,4325.0,-0.017341040462427744
129,2742.0,A078940,2016-07-29,2878.0,2929.0,2843.0,2929.0,-0.017412086036189826
704,3400.0,A054090,2016-07-29,3345.0,3405.0,3320.0,3405.0,-0.01762114537444934
600,13397.0,A066970,2016-07-29,12887.0,13211.0,12840.0,13119.0,-0.017684274716060676
221,5375.0,A052300,2016-07-29,5500.0,5775.0,5425.0,5600.0,-0.017857142857142856
145,6510.0,A037460,2016-07-29,6600.0,6760.0,6540.0,6720.0,-0.017857142857142856
214,3320.0,A032580,2016-07-29,3285.0,3350.0,3285.0,3345.0,-0.017937219730941704
317,510.0,A096350,2016-07-29,492.0,501.0,487.0,501.0,-0.017964071856287425
664,7859.0,A015750,2016-07-29,7792.0,7944.0,7763.0,7935.0,-0.01802142407057341
491,2085.0,A046390,2016-07-29,2170.0,2225.0,2165.0,2210.0,-0.01809954751131222
577,9500.0,A012700,2016-07-29,9200.0,9420.0,9130.0,9370.0,-0.01814300960512273
418,8640.0,A077360,2016-07-29,8620.0,8800.0,8600.0,8780.0,-0.018223234624145785
60,18050.0,A069080,2016-07-29,18800.0,19150.0,18700.0,19150.0,-0.018276762402088774
8,2415.0,A064820,2016-07-29,2395.0,2440.0,2350.0,2440.0,-0.018442622950819672
15,5280.0,A023410,2016-07-29,5320.0,5430.0,5250.0,5420.0,-0.01845018450184502
12,10500.0,A040160,2016-07-29,10400.0,10700.0,10300.0,10600.0,-0.018867924528301886
731,2434.0,A033430,2016-07-29,2442.0,2489.0,2399.0,2489.0,-0.01888308557653676
381,1575.0,A050090,2016-07-29,1555.0,1595.0,1550.0,1585.0,-0.01892744479495268
81,18724.0,A005990,2016-07-29,19195.0,19765.0,19146.0,19567.0,-0.019011601165227168
633,4700.0,A006920,2016-07-29,4825.0,5000.0,4825.0,4920.0,-0.019308943089430895
44,1735.0,A003310,2016-07-29,1765.0,1820.0,1750.0,1800.0,-0.019444444444444445
399,5510.0,A071670,2016-07-29,5470.0,5610.0,5400.0,5580.0,-0.01971326164874552
76,1645.0,A082800,2016-07-29,1725.0,1890.0,1685.0,1760.0,-0.019886363636363636
345,9690.0,A000250,2016-07-29,9850.0,10100.0,9850.0,10050.0,-0.01990049751243781
612,683.0,A019550,2016-07-29,685.0,702.0,680.0,699.0,-0.020028612303290415
448,2680.0,A008830,2016-07-29,2665.0,2720.0,2635.0,2720.0,-0.02022058823529412
272,2295.0,A027830,2016-07-29,2180.0,2250.0,2170.0,2225.0,-0.020224719101123594
98,367133.0,A086900,2016-07-29,374825.0,382604.0,374739.0,382604.0,-0.020331726798465254
49,3885.0,A060310,2016-07-29,3820.0,3945.0,3750.0,3900.0,-0.020512820512820513
537,3703.0,A058420,2016-07-29,3772.0,3866.0,3752.0,3851.0,-0.020514152168267984
31,16850.0,A034810,2016-07-29,16700.0,17150.0,16700.0,17050.0,-0.020527859237536656
116,7020.0,A060300,2016-07-29,7150.0,7330.0,7150.0,7300.0,-0.02054794520547945
91,1705.0,A027710,2016-07-29,1660.0,1705.0,1640.0,1695.0,-0.02064896755162242
713,4115.0,A033790,2016-07-29,4265.0,4385.0,4205.0,4355.0,-0.02066590126291619
4,4646.0,A026150,2016-07-29,4584.0,4681.0,4567.0,4681.0,-0.020722067934202094
687,22800.0,A044490,2016-07-29,21250.0,21900.0,21200.0,21700.0,-0.020737327188940093
458,2150.0,A014940,2016-07-29,2120.0,2180.0,2075.0,2165.0,-0.020785219399538105
14,4903.0,A094480,2016-07-29,5020.0,5127.0,4991.0,5127.0,-0.020869904427540473
499,991.0,A024850,2016-07-29,984.0,1005.0,961.0,1005.0,-0.020895522388059702
648,6918.0,A101730,2016-07-29,7024.0,7175.0,7015.0,7175.0,-0.021045296167247388
42,3030.0,A106240,2016-07-29,3000.0,3085.0,3000.0,3065.0,-0.021207177814029365
357,7648.0,A100090,2016-07-29,8023.0,8216.0,7950.0,8197.0,-0.021227278272538733
261,4680.0,A042500,2016-07-29,4600.0,4725.0,4600.0,4700.0,-0.02127659574468085
327,6577.0,A005710,2016-07-29,6623.0,6768.0,6623.0,6768.0,-0.02142434988179669
626,4545.0,A038010,2016-07-29,4335.0,4440.0,4290.0,4430.0,-0.02144469525959368
69,5010.0,A056700,2016-07-29,5010.0,5120.0,4960.0,5120.0,-0.021484375
359,23200.0,A065620,2016-07-29,22250.0,22750.0,22000.0,22750.0,-0.02197802197802198
429,1687.0,A018000,2016-07-29,1677.0,1725.0,1672.0,1715.0,-0.022157434402332362
681,6230.0,A020710,2016-07-29,6160.0,6300.0,6130.0,6300.0,-0.022222222222222223
673,3400.0,A066590,2016-07-29,3505.0,3635.0,3500.0,3585.0,-0.022315202231520222
646,4110.0,A053260,2016-07-29,4150.0,4245.0,4100.0,4245.0,-0.02237926972909305
310,5180.0,A056000,2016-07-29,5190.0,5310.0,5060.0,5310.0,-0.022598870056497175
43,4605.0,A042370,2016-07-29,4495.0,4640.0,4485.0,4600.0,-0.02282608695652174
533,32100.0,A023910,2016-07-29,32100.0,32850.0,32000.0,32850.0,-0.0228310502283105
456,4100.0,A025550,2016-07-29,4055.0,4155.0,4045.0,4150.0,-0.02289156626506024
84,4085.0,A052600,2016-07-29,4050.0,4145.0,4005.0,4145.0,-0.022919179734620022
264,3690.0,A033110,2016-07-29,3615.0,3715.0,3610.0,3700.0,-0.022972972972972974
3,2155.0,A043910,2016-07-29,2098.0,2163.0,1983.0,2148.0,-0.023277467411545624
147,5869.0,A108860,2016-07-29,6029.0,6176.0,6017.0,6176.0,-0.023801813471502592
328,5720.0,A056360,2016-07-29,5740.0,5900.0,5720.0,5880.0,-0.023809523809523808
45,5020.0,A042600,2016-07-29,4900.0,5020.0,4840.0,5020.0,-0.02390438247011952
546,4460.0,A043360,2016-07-29,4280.0,4485.0,4280.0,4385.0,-0.02394526795895097
267,1958.0,A060560,2016-07-29,1911.0,1974.0,1884.0,1958.0,-0.02400408580183861
543,6000.0,A036890,2016-07-29,6090.0,6250.0,6070.0,6240.0,-0.02403846153846154
613,44350.0,A051500,2016-07-29,44550.0,45650.0,44500.0,45650.0,-0.024096385542168676
684,7610.0,A086060,2016-07-29,7280.0,7590.0,7210.0,7460.0,-0.024128686327077747
222,2450.0,A094970,2016-07-29,2415.0,2480.0,2415.0,2475.0,-0.024242424242424242
396,2815.0,A017250,2016-07-29,2785.0,2860.0,2780.0,2855.0,-0.024518388791593695
688,13850.0,A060240,2016-07-29,13850.0,14250.0,13750.0,14200.0,-0.02464788732394366
579,1770.0,A031330,2016-07-29,1770.0,1855.0,1760.0,1815.0,-0.024793388429752067
373,2700.0,A037760,2016-07-29,2750.0,2880.0,2735.0,2820.0,-0.024822695035460994
50,979.0,A036630,2016-07-29,1017.0,1043.0,1013.0,1043.0,-0.024928092042186004
323,8460.0,A100130,2016-07-29,7810.0,8050.0,7810.0,8010.0,-0.024968789013732832
206,2320.0,A022220,2016-07-29,2310.0,2370.0,2305.0,2370.0,-0.02531645569620253
203,4965.0,A049480,2016-07-29,4990.0,5140.0,4980.0,5120.0,-0.025390625
137,2760.0,A006050,2016-07-29,2865.0,2985.0,2825.0,2940.0,-0.025510204081632654
300,9250.0,A038530,2016-07-29,9202.0,9549.0,9154.0,9443.0,-0.02552155035476014
158,9507.0,A066410,2016-07-29,9791.0,10122.0,9649.0,10051.0,-0.02586807282857427
557,7710.0,A033320,2016-07-29,7900.0,8230.0,7900.0,8110.0,-0.025893958076448828
625,9060.0,A052020,2016-07-29,9000.0,9470.0,8940.0,9240.0,-0.025974025974025976
637,3635.0,A053060,2016-07-29,3644.0,3742.0,3600.0,3742.0,-0.026189203634420097
192,6050.0,A058610,2016-07-29,5940.0,6160.0,5920.0,6100.0,-0.02622950819672131
237,23050.0,A112040,2016-07-29,23950.0,24600.0,23950.0,24600.0,-0.026422764227642278
423,15235.0,A051370,2016-07-29,15281.0,15696.0,15051.0,15696.0,-0.026439857288481142
173,9100.0,A006910,2016-07-29,9060.0,9340.0,9020.0,9310.0,-0.02685284640171858
322,2940.0,A037950,2016-07-29,3025.0,3285.0,3025.0,3110.0,-0.027331189710610933
468,6630.0,A053160,2016-07-29,6710.0,6970.0,6670.0,6900.0,-0.02753623188405797
245,3560.0,A101160,2016-07-29,3345.0,3440.0,3215.0,3440.0,-0.027616279069767442
412,2176.0,A054630,2016-07-29,2156.0,2218.0,2142.0,2218.0,-0.027953110910730387
603,12859.0,A049950,2016-07-29,12722.0,13089.0,12676.0,13089.0,-0.028038811215524487
130,18950.0,A032685,2016-07-29,19000.0,19550.0,18500.0,19550.0,-0.028132992327365727
198,4705.0,A041590,2016-07-29,4825.0,4965.0,4815.0,4965.0,-0.028197381671701913
427,6714.0,A035810,2016-07-29,6484.0,6724.0,6484.0,6674.0,-0.02846868444710818
442,1530.0,A033050,2016-07-29,1525.0,1580.0,1515.0,1570.0,-0.028662420382165606
671,7014.0,A018700,2016-07-29,7218.0,7431.0,7169.0,7431.0,-0.02866370609608397
647,4235.0,A093520,2016-07-29,4280.0,4430.0,4280.0,4410.0,-0.02947845804988662
123,4100.0,A096870,2016-07-29,4075.0,4250.0,4040.0,4200.0,-0.02976190476190476
745,2565.0,A066790,2016-07-29,2565.0,2645.0,2550.0,2645.0,-0.030245746691871456
104,2735.0,A099410,2016-07-29,2830.0,2930.0,2830.0,2920.0,-0.030821917808219176
420,2180.0,A065770,2016-07-29,2170.0,2240.0,2170.0,2240.0,-0.03125
564,3440.0,A067770,2016-07-29,3400.0,3725.0,3350.0,3510.0,-0.03133903133903134
483,34050.0,A067160,2016-07-29,32350.0,33400.0,32000.0,33400.0,-0.03143712574850299
126,17400.0,A046890,2016-07-29,16750.0,17300.0,16600.0,17300.0,-0.031791907514450865
435,1041.0,A090710,2016-07-29,973.0,1041.0,961.0,1005.0,-0.031840796019900496
606,3330.0,A083650,2016-07-29,3340.0,3560.0,3325.0,3450.0,-0.03188405797101449
414,9186.0,A028300,2016-07-29,9163.0,9474.0,9075.0,9474.0,-0.03282668355499261
524,21964.0,A065560,2016-07-29,21994.0,22753.0,21873.0,22753.0,-0.033358238474047376
695,2279.0,A029480,2016-07-29,2355.0,2437.0,2328.0,2437.0,-0.03364792778005745
349,9950.0,A030350,2016-07-29,9760.0,10300.0,9760.0,10100.0,-0.033663366336633666
474,7710.0,A038460,2016-07-29,7740.0,8010.0,7740.0,8010.0,-0.033707865168539325
604,5740.0,A038950,2016-07-29,5630.0,5830.0,5630.0,5830.0,-0.03430531732418525
417,5960.0,A058630,2016-07-29,5890.0,6150.0,5880.0,6100.0,-0.03442622950819672
361,2765.0,A010240,2016-07-29,2800.0,2910.0,2780.0,2900.0,-0.034482758620689655
569,2565.0,A021080,2016-07-29,2340.0,2460.0,2320.0,2425.0,-0.03505154639175258
668,2150.0,A025320,2016-07-29,2150.0,2270.0,2150.0,2230.0,-0.03587443946188341
215,8500.0,A047080,2016-07-29,8270.0,8590.0,8200.0,8580.0,-0.03613053613053613
721,4140.0,A053110,2016-07-29,4120.0,4320.0,4120.0,4275.0,-0.03625730994152047
463,5044.0,A024840,2016-07-29,4951.0,5138.0,4881.0,5138.0,-0.03639548462436746
482,2930.0,A092300,2016-07-29,2895.0,3055.0,2850.0,3005.0,-0.036605657237936774
480,17500.0,A001540,2016-07-29,17800.0,18500.0,17800.0,18500.0,-0.03783783783783784
17,17773.0,A053450,2016-07-29,17077.0,17773.0,17031.0,17773.0,-0.03916052439093006
260,32410.0,A095270,2016-07-29,30255.0,31493.0,30118.0,31493.0,-0.03931032292890484
302,14450.0,A032790,2016-07-29,14400.0,15400.0,14400.0,15000.0,-0.04
6,3420.0,A057540,2016-07-29,3465.0,3610.0,3455.0,3610.0,-0.04016620498614958
595,5200.0,A014470,2016-07-29,5270.0,5610.0,5270.0,5510.0,-0.043557168784029036
238,5078.0,A036690,2016-07-29,5078.0,5312.0,5042.0,5312.0,-0.04405120481927711
549,17700.0,A050320,2016-07-29,18000.0,19050.0,17700.0,18850.0,-0.04509283819628647
402,12850.0,A064240,2016-07-29,9920.0,11400.0,9920.0,10400.0,-0.046153846153846156
305,3490.0,A101400,2016-07-29,3510.0,3680.0,3440.0,3680.0,-0.04619565217391304
562,5510.0,A091970,2016-07-29,5350.0,5750.0,5300.0,5610.0,-0.04634581105169341
727,14100.0,A078140,2016-07-29,14300.0,15000.0,14300.0,15000.0,-0.04666666666666667
628,3911.0,A047820,2016-07-29,3997.0,4316.0,3949.0,4216.0,-0.0519449715370019
510,5810.0,A101390,2016-07-29,5501.0,5860.0,5434.0,5810.0,-0.053184165232358006
630,30100.0,A041510,2016-07-29,31000.0,33300.0,30850.0,32750.0,-0.05343511450381679
676,1096.0,A078590,2016-07-29,1116.0,1180.0,1106.0,1180.0,-0.05423728813559322
523,3341.0,A068050,2016-07-29,3498.0,3755.0,3472.0,3705.0,-0.055870445344129556
87,4905.0,A051490,2016-07-29,4800.0,5110.0,4800.0,5090.0,-0.05697445972495088
617,20000.0,A052790,2016-07-29,20650.0,22000.0,20500.0,21900.0,-0.05707762557077625
343,11250.0,A053620,2016-07-29,11400.0,12900.0,11300.0,12100.0,-0.05785123966942149
615,4466.0,A058530,2016-07-29,4519.0,4807.0,4493.0,4807.0,-0.05991262741834824
677,5020.0,A091440,2016-07-29,5020.0,5740.0,5010.0,5350.0,-0.0616822429906542
113,4235.0,A090150,2016-07-29,4255.0,4575.0,4250.0,4555.0,-0.06586169045005488
751,1210.0,A025440,2016-07-29,1185.0,1270.0,1180.0,1270.0,-0.06692913385826772
71,5079.0,A106080,2016-07-29,4868.0,5219.0,4828.0,5219.0,-0.06725426326882544
663,4775.0,A047770,2016-07-29,5250.0,5690.0,5230.0,5630.0,-0.0674955595026643
239,4162.0,A101000,2016-07-29,4184.0,4518.0,4006.0,4488.0,-0.0677361853832442
371,2425.0,A043220,2016-07-29,2425.0,2640.0,2405.0,2615.0,-0.07265774378585087
304,1817.0,A089890,2016-07-29,1757.0,1895.0,1745.0,1895.0,-0.07282321899736148
514,5550.0,A078860,2016-07-29,5750.0,6425.0,5725.0,6300.0,-0.0873015873015873
66,2125.0,A101670,2016-07-29,2270.0,2965.0,2270.0,2520.0,-0.0992063492063492
